معرف الدواء,اسم الدواء,المواد الفعالة,العيارات,الشكل الصيدلاني,المصنع,التركيب الأصلي,الشكل الأصلي,حالة المصدر
5001,Butamirate 5,butamirate 5mg / ml,,قطرات فموية,دلتا,butamirate 5mg / ml,oral-drops,بيانات مكتملة
5002,Butamirate 7.5,butamirate,7.5mg,شراب,دلتا,butamirate 7.5mg / 5ml,syrup,بيانات مكتملة
5003,Catafast 50,diclofenac Potassium,50mg,قرص مغلف,دلتا,diclofenac Potassium 50mg / c-tab,coated-tab,بيانات مكتملة
5004,Catafast Plus,diclofenac Potassium + paracetamol,50mg + 500mg,قرص مغلف,دلتا,diclofenac Potassium 50mg+paracetamol 500mg / c-tab,coated-tab,بيانات مكتملة
5005,Cefaclor 500,cefaclor,500mg,قرص مغلف,دلتا,cefaclor 500mg / c-tab,coated-tab,بيانات مكتملة
5006,Cefdin 125,cefdinir,125mg,dry-syrup,دلتا,cefdinir 125mg / 5ml,dry-syrup,بيانات مكتملة
5007,Cefdin 300,cefdinir,300mg,كبسولة,دلتا,cefdinir 300mg / c-tab,cap,بيانات مكتملة
5008,Cefdox 100,cefpodoxime,100mg,قرص مغلف,دلتا,cefpodoxime 100mg / c-tab,coated-tab,بيانات مكتملة
5009,Cefdox 200,cefpodoxime,200mg,قرص مغلف,دلتا,cefpodoxime 200mg / c-tab,coated-tab,بيانات مكتملة
5010,Cefdox 50,cefpodoxime,50mg,dry-syrup,دلتا,cefpodoxime 50mg / 5ml,dry-syrup,بيانات مكتملة
5011,Cefrocim 125,cefuroxime,125mg,قرص مغلف,دلتا,cefuroxime 125mg / c-tab,coated-tab,بيانات مكتملة
5012,Cefrocim 1500,cefuroxime 1500mg / dry-vial,,فيال جاف,دلتا,cefuroxime 1500mg / dry-vial,dry-vial,بيانات مكتملة
5013,Cefrocim 250,cefuroxime,250mg,قرص مغلف,دلتا,cefuroxime 250mg / c-tab,coated-tab,بيانات مكتملة
5014,Cefrocim 500,cefuroxime,500mg,قرص مغلف,دلتا,cefuroxime 500mg / c-tab,coated-tab,بيانات مكتملة
5015,Cefrocim 750,cefuroxime 750mg / dry-vial,,فيال جاف,دلتا,cefuroxime 750mg / dry-vial,dry-vial,بيانات مكتملة
5016,Ceftizoxime 2000,ceftizoxime 2000mg / dry-vial,,فيال جاف,دلتا,ceftizoxime 2000mg / dry-vial,dry-vial,بيانات مكتملة
5017,Ceftizoxime 500,ceftizoxime 500mg / dry-vial,,فيال جاف,دلتا,ceftizoxime 500mg / dry-vial,dry-vial,بيانات مكتملة
5018,Cetagote,belladona + caffeine + ergotamine + meprobamate + paracetamol + phenobarbital,0.1mg + 50mg + 1mg + 150mg + 250mg + 10mg,قرص مغلف,دلتا,belladona 0.1mg+caffeine 50mg+ergotamine 1mg+meprobamate 150mg+paracetamol 250mg+phenobarbital 10mg / c-tab,coated-tab,بيانات مكتملة
5019,Chloramphenicol 0.5%,chloramphenicol,0.5%,eye-oint,دلتا,chloramphenicol 0.5%,eye-oint,بيانات مكتملة
5020,Cifime 100,cefixime,100mg,dry-syrup,دلتا,cefixime 100mg / 5ml,dry-syrup,بيانات مكتملة
5021,Cifime 200,cefixime,200mg,قرص مغلف,دلتا,cefixime 200mg / c-tab,coated-tab,بيانات مكتملة
5022,Cifime 400,cefixime,400mg,كبسولة,دلتا,cefixime 400mg / c-tab,cap,بيانات مكتملة
5023,Ciprodelta 3%,ciprofloxacin 3mg / ml,,قطرة عينية,دلتا,ciprofloxacin 3mg / ml,eye-drops,بيانات مكتملة
5024,Ciprodelta 500,ciprofloxacin,500mg,قرص مغلف,دلتا,ciprofloxacin 500mg / c-tab,coated-tab,بيانات مكتملة
5025,Ciprodelta 750,ciprofloxacin,500mg,قرص مغلف,دلتا,ciprofloxacin 500mg / c-tab,coated-tab,بيانات مكتملة
5026,Citaguine,guaifenesin + paracetamol + phenylephrine,100mg + 250mg + 5mg,قرص مغلف,دلتا,guaifenesin 100mg+paracetamol 250mg+phenylephrine 5mg / c-tab,coated-tab,بيانات مكتملة
5027,Citalmic 1%,sod.Fusidate,1%,eye-oint,دلتا,sod.Fusidate 1%,eye-oint,بيانات مكتملة
